chr1:12610581-12620582 for	chr1:12644296-12654297 rev
chr3:92935357-92944729 for	chr3:92959046-92968418 for
chr3:92976642-92981874 for	chr3:92983837-92989069 for
chr3:93038502-93043690 for	chr3:93054737-93059925 for
chr3:93043691-93053240 for	chr3:93059926-93069475 for
chr3:93333925-93339606 for	chr3:93339569-93345250 for
chr3:93412873-93434576 for	chr3:93466039-93487742 for
chr3:93434830-93457742 for	chr3:93487618-93510530 for
chr3:93458553-93466033 for	chr3:93511341-93518821 for
chr3:93565023-93572066 for	chr3:93570087-93577130 for
chr3:93917847-93924405 for	chr3:93927904-93934462 for
chr3:93981267-93988395 for	chr3:94008705-94015833 for
chr3:94326921-94332084 for	chr3:94338878-94344041 for
chr3:94352132-94357583 for	chr3:94359987-94365438 for
chr3:94716197-94723057 for	chr3:94725352-94732212 for
chr3:94774043-94779163 for	chr3:94793238-94798358 for
chr3:94779164-94784802 for	chr3:94798359-94803997 for
chr3:95008449-95016359 for	chr3:95030865-95038775 for
chr3:95025039-95030884 for	chr3:95047454-95053299 for
chr3:95828886-95834282 for	chr3:95835192-95840588 for
chr3:95835502-95842048 for	chr3:95841806-95848352 for
chr3:95913139-95918744 for	chr3:95916030-95921635 for
chr3:95930962-95937690 for	chr3:95936744-95943472 for
chr3:95938477-95944811 for	chr3:95947150-95953484 for
chr4:9181450-9186889 for	chr4:9186200-9191639 for
chr4:9222110-9227126 for	chr4:9226861-9231877 for
chr4:49209166-49221174 for	chr4:49307348-49319356 rev
chr4:49223763-49239026 for	chr4:49289497-49304760 rev
chr4:49709570-49720424 for	chr4:49725058-49735912 for
chr4:49893349-49900222 for	chr4:50122627-50129500 for
chr4:49929811-49935414 for	chr4:50187486-50193089 for
chr4:50161797-50167653 for	chr4:50167580-50173436 for
chr4:50238258-50244352 for	chr4:50255948-50262042 for
chr4:50530940-50542599 for	chr4:50540494-50552153 for
chr4:50733139-50740473 for	chr4:50740419-50747753 for
chr4:51059167-51064770 for	chr4:51159820-51165423 for
chr4:51086537-51092345 for	chr4:51190474-51196282 for
chr4:51139650-51145193 for	chr4:51250982-51256525 for
chr4:51264041-51269636 for	chr4:51603891-51609486 for
chr4:51388778-51394238 for	chr4:51536061-51541521 for
chr4:51396923-51402429 for	chr4:51816226-51821732 for
chr4:51544206-51549414 for	chr4:51816226-51821434 for
chr4:51388841-51394238 for	chr4:51992446-51997843 for
chr4:51844619-51850686 for	chr4:51992446-51998513 for
chr4:51543970-51549414 for	chr4:51815990-51821434 for
chr4:51778351-51784659 for	chr4:51784619-51790927 for
chr4:51805649-51811495 for	chr4:51953476-51959322 for
chr4:51811496-51817549 for	chr4:51959323-51965376 for
chr4:51959323-51967696 for	chr4:51995798-52004171 for
chr4:51822306-51833450 for	chr4:51970133-51981277 for
chr4:51898944-51903969 for	chr4:52046771-52051796 for
chr4:51833451-51859213 for	chr4:51981278-52007040 for
chr4:51854612-51860995 for	chr4:51886691-51893074 for
chr4:51859653-51875984 for	chr4:52007481-52023812 for
chr4:51842303-51850379 for	chr4:51874382-51882458 for
chr4:51875980-51886764 for	chr4:52023809-52034593 for
chr4:51887755-51904825 for	chr4:52035582-52052652 for
chr4:51908762-51933222 for	chr4:52056589-52081049 for
chr4:51935334-51953843 for	chr4:52083161-52101670 for
chr4:51958625-51965376 for	chr4:51995100-52001851 for
chr4:51888424-51897752 for	chr4:51967697-51977025 for
chr4:51967697-51977025 for	chr4:52036251-52045579 for
chr4:52131289-52137853 for	chr4:52136056-52142620 for
chr4:52195406-52208357 for	chr4:52198638-52211589 for
chr4:52198638-52208357 for	chr4:52201870-52211589 for
chr4:52208358-52213734 for	chr4:52243068-52248444 for
chr4:52214371-52219618 for	chr4:52223218-52228465 for
chr4:52248568-52260434 for	chr4:52513076-52524942 for
chr4:52348244-52360110 for	chr4:52513076-52524942 for
chr4:52334088-52340718 for	chr4:52337320-52343950 for
chr4:52334255-52340718 for	chr4:52337487-52343950 for
chr4:52337487-52349982 for	chr4:52453839-52466334 for
chr4:52343951-52361612 for	chr4:52505551-52523212 for
chr4:52340719-52360788 for	chr4:52505551-52525620 for
chr4:52342462-52361612 for	chr4:52504062-52523212 for
chr4:52410334-52426775 for	chr4:52504062-52520503 for
chr4:52361613-52370484 for	chr4:52516749-52525620 for
chr4:52377773-52388532 for	chr4:52516749-52527508 for
chr4:52375023-52386644 for	chr4:52513999-52525620 for
chr4:52349167-52361459 for	chr4:52513999-52526291 for
chr4:52385359-52390547 for	chr4:52388591-52393779 for
chr4:52440303-52446942 for	chr4:52459695-52466334 for
chr4:52391823-52399178 for	chr4:52459695-52467050 for
chr4:52391999-52400591 for	chr4:52466335-52474927 for
chr4:52421087-52426775 for	chr4:52466335-52472023 for
chr4:52395947-52403670 for	chr4:52399179-52406902 for
chr4:52408875-52427118 for	chr4:52431499-52449742 for
chr4:52412107-52426775 for	chr4:52431499-52446167 for
chr4:52424664-52430007 for	chr4:52427896-52433239 for
chr4:52343864-52361612 for	chr4:52505464-52523212 for
chr4:52431128-52449399 for	chr4:52505464-52523735 for
chr4:52446168-52452631 for	chr4:53425842-53432305 for
chr4:53425842-53431096 for	chr4:53429074-53434328 for
chr4:52252764-52258704 for	chr4:52355672-52361612 for
chr4:52355672-52363750 for	chr4:52449400-52457478 for
chr4:52482782-52488159 for	chr4:52489246-52494623 for
chr4:52488989-52494266 for	chr4:52498685-52503962 for
chr4:52522388-52537866 for	chr4:52525619-52541097 for
chr4:52454516-52461509 for	chr4:52538543-52545536 for
chr4:52542305-52552000 for	chr4:52545537-52555232 for
chr4:52461510-52466766 for	chr4:52552001-52557257 for
chr4:52393638-52398894 for	chr4:52552001-52557257 for
chr4:52584941-52596127 for	chr4:52609255-52620441 for
chr4:52584593-52591931 for	chr4:52620637-52627975 for
chr4:52637771-52648874 for	chr4:52678408-52689511 for
chr4:52650609-52679083 for	chr4:52691246-52719720 for
chr4:52730257-52735880 for	chr4:53191954-53197577 for
chr4:52737947-52743322 for	chr4:53135541-53140916 for
chr4:52747816-52754522 for	chr4:53186046-53192752 for
chr4:52754262-52759779 for	chr4:53166817-53172334 for
chr4:52806892-52813566 for	chr4:53189521-53196195 for
chr4:52810124-52816798 for	chr4:53189521-53196195 for
chr4:52761505-52768719 for	chr4:52817106-52824320 for
chr4:52806338-52814173 for	chr4:53188967-53196802 for
chr4:52806501-52813873 for	chr4:52809733-52817105 for
chr4:52863279-52871137 for	chr4:53236381-53244239 for
chr4:52730477-52735880 for	chr4:53192174-53197577 for
chr4:52901723-52908976 for	chr4:53192174-53199427 for
chr4:53005499-53011020 for	chr4:53008731-53014252 for
chr4:53026853-53036691 for	chr4:53043860-53053698 for
chr4:53042900-53048266 for	chr4:53053613-53058979 for
chr4:53046672-53058296 for	chr4:53063849-53075473 for
chr4:53072170-53077780 for	chr4:53117569-53123179 for
chr4:53085352-53092982 for	chr4:53113242-53120872 for
chr4:53027273-53036784 for	chr4:53089679-53099190 for
chr4:53177548-53184499 for	chr4:53181797-53188748 for
chr4:52865343-52870974 for	chr4:53244909-53250540 for
chr4:53238445-53244076 for	chr4:53244909-53250540 for
chr4:53342371-53354076 for	chr4:53357163-53368868 for
chr4:53418414-53424302 for	chr4:53424878-53430766 for
chr4:53418771-53424302 for	chr4:53425235-53430766 for
chr4:53425235-53431096 for	chr4:53428467-53434328 for
chr4:53694394-53701549 for	chr4:53697114-53704269 for
chr4:53815870-53821386 for	chr4:53822334-53827850 for
chr4:53884922-53891385 for	chr4:53888154-53894617 for
chr4:54123789-54130425 for	chr4:54130253-54136889 for
chr4:54457353-54465086 for	chr4:54465005-54472738 for
chr4:54482817-54488820 for	chr4:54488086-54494089 for
chr4:54466314-54471541 for	chr4:54491314-54496541 for
chr4:54458662-54463889 for	chr4:54491314-54496541 for
chr4:55031028-55039893 for	chr4:55040210-55049075 for
chr4:55039894-55044978 for	chr4:55049076-55054160 for
chr4:55072365-55078640 for	chr4:55074916-55081191 for
chr4:135029679-135042184 for	chr4:135042131-135054636 for
chr4:135069232-135075164 for	chr4:135074212-135080144 for
chr4:193439320-193449053 for	chr4:193521756-193531489 for
chr4:193449041-193455654 for	chr4:193531478-193538091 for
chr4:193498699-193504630 for	chr4:193511887-193517818 for
chr4:193511887-193517343 for	chr4:193515185-193520641 for
chr4:193510904-193517343 for	chr4:193514202-193520641 for
chr5:17460962-17469395 for	chr5:17467830-17476263 for
chr5:17497118-17504615 for	chr5:17510854-17518351 for
chr5:17501182-17508611 for	chr5:17511484-17518913 for
chr5:17497748-17504615 for	chr5:17511484-17518351 for
chr5:21488449-21493464 for	chr5:21508734-21513749 for
chr5:21500490-21507736 for	chr5:21581664-21588910 for
chr5:21508928-21517274 for	chr5:21549512-21557858 for
chr5:21522158-21533079 for	chr5:21562738-21573659 for
chr5:21542444-21550170 for	chr5:21562738-21570464 for
chr5:21541076-21550170 for	chr5:21561370-21570464 for
chr5:21523999-21529884 for	chr5:21544285-21550170 for
chr5:21544285-21554324 for	chr5:21584875-21594914 for
chr5:21570532-21575937 for	chr5:21590828-21596233 for
chr5:34324852-34330370 for	chr5:34427046-34432564 for
chr5:34328868-34336141 for	chr5:34369757-34377030 for
chr5:46727657-46733079 for	chr5:46730391-46735813 for
chr5:46737489-46743006 for	chr5:46740223-46745740 for
chr5:46900517-46905721 for	chr5:46914117-46919321 for
chr5:46912980-46919307 for	chr5:47004099-47010426 for
chr5:46966351-46971400 for	chr5:46971791-46976840 for
chr5:47375231-47400891 for	chr5:47400385-47426045 for
chr5:47439441-47448269 for	chr5:47451000-47459828 for
chr5:47468068-47484954 for	chr5:47502399-47519285 for
chr5:47483922-47489328 for	chr5:47490382-47495788 for
chr5:47491415-47502431 for	chr5:47519286-47530302 for
chr5:47502676-47512560 for	chr5:47511512-47521396 for
chr5:47468345-47478229 for	chr5:47511512-47521396 for
chr5:47536556-47542014 for	chr5:47541994-47547452 for
chr5:47571892-47580561 for	chr5:47580390-47589059 for
chr5:47607437-47616608 for	chr5:47613551-47622722 for
chr5:47769332-47775375 for	chr5:47793113-47799156 for
chr5:47779212-47784355 for	chr5:47783967-47789110 for
chr5:47786996-47793657 for	chr5:47791753-47798414 for
chr5:47832232-47837522 for	chr5:47843108-47848398 for
chr5:47937200-47942725 for	chr5:47942636-47948161 for
chr5:48031756-48038128 for	chr5:48057240-48063612 for
chr5:48105170-48110262 for	chr5:48108568-48113660 for
chr5:48207313-48212486 for	chr5:48212070-48217243 for
chr5:48471113-48479850 for	chr5:48544153-48552890 for
chr5:48484839-48490915 for	chr5:48558559-48564635 for
chr5:48490916-48497767 for	chr5:48564636-48571487 for
chr5:48497769-48503292 for	chr5:48571489-48577012 for
chr5:48503293-48510109 for	chr5:48577013-48583829 for
chr5:48510110-48516991 for	chr5:48583830-48590711 for
chr5:48516992-48522775 for	chr5:48590712-48596495 for
chr5:48524613-48534959 for	chr5:48598333-48608679 for
chr5:48607493-48613455 for	chr5:48714169-48720131 for
chr5:48617966-48624294 for	chr5:48726678-48733006 for
chr5:48630760-48636061 for	chr5:48707879-48713180 for
chr5:48687538-48693762 for	chr5:48692975-48699199 for
chr5:48688326-48693762 for	chr5:48781073-48786509 for
chr5:48693763-48700422 for	chr5:48781073-48787732 for
chr5:48907776-48913017 for	chr5:48914911-48920152 for
chr5:48950021-48955667 for	chr5:48955459-48961105 for
chr5:49009149-49015401 for	chr5:49011528-49017780 for
chr5:49011528-49020159 for	chr5:49018665-49027296 for
chr5:49010644-49017780 for	chr5:49017781-49024917 for
chr5:49017781-49027574 for	chr5:49020160-49029953 for
chr5:49043195-49050169 for	chr5:49063236-49070210 for
chr5:49149037-49156636 for	chr5:49156513-49164112 for
chr5:49279329-49286216 for	chr5:49291220-49298107 for
chr5:49303784-49330539 for	chr5:49330283-49357038 for
chr5:50147654-50155525 for	chr5:50156523-50164394 for
chr5:50338574-50344530 for	chr5:50341132-50347088 for
chr5:50564801-50570071 for	chr5:50577070-50582340 for
chr5:50707936-50729892 for	chr5:50712872-50734828 for
chr5:50712872-50729892 for	chr5:50717808-50734828 for
chr5:70482444-70489885 for	chr5:70694232-70701673 rev
chr5:70502544-70510490 for	chr5:71009085-71017031 for
chr5:70511723-70517567 for	chr5:70666549-70672393 rev
chr5:70522759-70533505 for	chr5:70650607-70661353 rev
chr5:70534626-70544469 for	chr5:70639647-70649490 rev
chr5:70575976-70582733 for	chr5:71108064-71114821 rev
chr5:70593322-70600320 for	chr5:71122941-71129939 for
chr5:70637043-70648376 for	chr5:71166622-71177955 for
chr5:71042264-71050376 rev	chr5:71166622-71174734 for
chr5:70645136-70650662 for	chr5:71039984-71045510 rev
chr5:70815817-70823912 for	chr5:71395628-71403723 rev
chr5:70838106-70843244 for	chr5:71376287-71381425 rev
chr5:70861535-70868544 for	chr5:71350991-71358000 rev
chr5:70937703-70944279 for	chr5:71274886-71281462 rev
chr5:70956311-70965073 for	chr5:71254362-71263124 rev
chr5:70990257-70995698 for	chr5:71224522-71229963 rev
chr5:70995699-71005460 for	chr5:71214760-71224521 rev
chr5:71018474-71024895 for	chr5:71195331-71201752 rev
chr5:71030210-71038326 for	chr5:71181900-71190016 rev
chr5:71045485-71055240 for	chr5:71164979-71174734 rev
chr5:70538961-70544469 for	chr5:71164979-71170487 rev
chr5:71055435-71062183 for	chr5:71158036-71164784 rev
chr5:71070052-71075898 for	chr5:71144362-71150208 rev
chr5:71098072-71105178 for	chr5:71826142-71833248 for
chr6:26542695-26550283 for	chr6:26688595-26696183 rev
chr6:26555610-26562235 for	chr6:26676639-26683264 rev
chr6:26565019-26578011 for	chr6:26660862-26673854 rev
chr6:26581499-26591288 for	chr6:26647592-26657381 rev
chr6:26592623-26600026 for	chr6:26638859-26646262 rev
chr6:31834170-31846679 for	chr6:31866908-31879417 for
chr6:31850524-31857778 for	chr6:31883262-31890516 for
chr6:58323638-58329751 for	chr6:58348102-58354215 for
chr6:58329752-58336820 for	chr6:58354216-58361284 for
chr6:58332091-58339939 for	chr6:58341266-58349114 for
chr6:58392794-58406317 for	chr6:58408075-58421598 for
chr6:58421279-58427019 for	chr6:58475301-58481041 for
chr6:58432142-58439605 for	chr6:58489218-58496681 for
chr6:58432457-58441462 for	chr6:58441289-58450294 for
chr6:58441289-58448437 for	chr6:58489533-58496681 for
chr6:58458895-58466790 for	chr6:58537028-58544923 for
chr6:58486227-58494004 for	chr6:58518838-58526615 for
chr6:58497229-58512268 for	chr6:58529838-58544877 for
chr6:58575379-58582108 for	chr6:58587607-58594336 for
chr6:58612225-58621004 for	chr6:58636677-58645456 for
chr6:58621005-58637505 for	chr6:58645457-58661957 for
chr6:58693306-58699764 for	chr6:58702477-58708935 for
chr6:59019787-59027514 for	chr6:59478612-59486339 for
chr6:59039307-59045257 for	chr6:59057143-59063093 for
chr6:59044023-59049660 for	chr6:59502848-59508485 for
chr6:59048153-59053327 for	chr6:59074654-59079828 for
chr6:59110978-59117812 for	chr6:59572884-59579718 for
chr6:59111367-59116974 for	chr6:59122583-59128190 for
chr6:59129889-59136091 for	chr6:59596895-59603097 for
chr6:59130990-59136573 for	chr6:59136598-59142181 for
chr6:59145249-59152902 for	chr6:59606647-59614300 for
chr6:59155454-59165382 for	chr6:59616852-59626780 for
chr6:59169935-59181113 for	chr6:59636435-59647613 for
chr6:59184738-59190960 for	chr6:59651238-59657460 for
chr6:59193971-59199073 for	chr6:59666585-59671687 for
chr6:59227467-59238176 for	chr6:59238177-59248886 for
chr6:59298656-59305301 for	chr6:59696309-59702954 for
chr6:59276228-59285817 for	chr6:59696309-59705898 for
chr6:59282874-59294711 for	chr6:59316518-59328355 for
chr6:59275725-59282873 for	chr6:59298153-59305301 for
chr6:59303340-59315478 for	chr6:59314556-59326694 for
chr6:59328044-59336865 for	chr6:59714481-59723302 for
chr6:59362080-59367279 for	chr6:59384512-59389711 for
chr6:59376015-59383866 for	chr6:59745628-59753479 for
chr6:59730542-59735969 for	chr6:59753480-59758907 for
chr6:59383867-59391050 for	chr6:59753480-59760663 for
chr6:59402093-59412394 for	chr6:59768649-59778950 for
chr6:59416414-59422340 for	chr6:59449556-59455482 for
chr6:59431199-59436946 for	chr6:59789596-59795343 for
chr6:59418914-59424326 for	chr6:59454607-59460019 for
chr6:59420489-59431198 for	chr6:59787045-59797754 for
chr6:59430307-59436107 for	chr6:59835611-59841411 for
chr6:59788900-59794504 for	chr6:59835807-59841411 for
chr6:59430503-59443280 for	chr6:59835807-59848584 for
chr6:59437488-59443095 for	chr6:59795885-59801492 for
chr6:59443096-59448703 for	chr6:59795885-59801492 for
chr6:59448704-59454053 for	chr6:59801493-59806842 for
chr6:59455116-59461543 for	chr6:59810456-59816883 for
chr6:59466972-59479563 for	chr6:59819255-59831846 for
chr6:59610484-59615687 for	chr6:59613035-59618238 for
chr6:59627834-59632934 for	chr6:59632936-59638036 for
chr6:59285818-59294399 for	chr6:59319462-59328043 for
chr6:59728843-59735969 for	chr6:59751781-59758907 for
chr6:59320894-59326463 for	chr6:59707331-59712900 for
chr6:59309678-59315247 for	chr6:59707331-59712900 for
chr6:59319845-59325022 for	chr6:59706282-59711459 for
chr6:59308629-59313806 for	chr6:59706282-59711459 for
chr6:59976485-59982598 for	chr6:60261860-60267973 for
chr6:60261860-60267973 for	chr6:60285304-60291417 for
chr6:59918514-59924496 for	chr6:59921063-59927045 for
chr6:59944975-59954145 for	chr6:60389354-60398524 for
chr6:60389354-60395251 for	chr6:60580461-60586358 for
chr6:59944180-59950489 for	chr6:59955902-59962211 for
chr6:59965868-59971475 for	chr6:59971476-59977083 for
chr6:59975496-59986453 for	chr6:60260871-60271828 for
chr6:60260871-60271629 for	chr6:60284315-60295073 for
chr6:59998755-60007852 for	chr6:60256617-60265714 for
chr6:59986527-59995624 for	chr6:60256617-60265714 for
chr6:59998735-60009377 for	chr6:60256597-60267239 for
chr6:60256597-60265515 for	chr6:60863053-60871971 for
chr6:60065437-60072035 for	chr6:60454262-60460860 for
chr6:60454262-60460860 for	chr6:60569957-60576555 for
chr6:60009645-60016148 for	chr6:60400516-60407019 for
chr6:60400516-60405906 for	chr6:60789882-60795272 for
chr6:60019666-60044622 for	chr6:60259186-60284142 for
